代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
002619,巨龙管业,91.58,12.71,27.1,11.85,24.35,128.69,  23.61亿, 492.6亿,0.06,838.46,134.18
600338,西藏珠峰,91.37,16.69,38.22,12.91,31.94,196.05,  18.64亿, 461.1亿,0.09,1177.1,143.62
002679,福建金森,91,21.56,62.88,16.91,41.18,271.85,  11.55亿, 339.7亿,0.04,832.84,135.57
002722,金轮股份,90.83,33.59,78.79,22.62,64.1,248.32,  17.50亿, 767.2亿,0.09,3826.91,-61.43
603393,新天然气,89.09,31.99,75.18,42.23,60.49,78.03,   3.02亿, 191.4亿,0.04,753.8,62840
600419,天润乳业,87.5,30.89,73.87,23.25,57.92,217.72,   4.58亿, 205.8亿,0.04,512.01,-73.32
603816,顾家家居,85.5,29.59,68.9,39.06,54.89,76.4,   4.62亿, 273.5亿,0.05,559.71,24099.82
002379,*ST鲁丰,85.25,4.34,8.04,3.69,8.04,117.89,  15.17亿,  89.4亿,0.01,224.53,-35.41
000881,大连国际,83.8,13.15,25.58,13.4,24.17,90.9,  22.20亿, 435.9亿,0.05,720.88,-86.55
002015,霞客环保,83.53,5.04,11.98,6.6,9.25,81.52,  20.08亿, 197.3亿,0.02,525.13,-67.96
000912,泸天化,82.13,6.66,17.2,4.91,12.13,250.31,  34.13亿, 363.8亿,0.04,583.45,290.74
603858,步长制药,81.76,67.06,155.41,88.52,121.89,75.56,   6329万,  83.3亿,0.02,90.67,120529.49
600149,廊坊发展,79.93,15.35,38.84,9.45,27.62,311.01,  58.94亿,  1469亿,0.28,1550.39,7.94
002709,天赐材料,77,27.3,79.98,20.81,48.32,284.33,  24.40亿,  1637亿,0.2,1496.47,-8.23
603508,思维列控,76.7,48.16,137.73,52.99,85.1,159.92,   7.07亿, 647.6亿,0.12,1768.13,37918.05
002035,华帝股份,75.98,15.74,29.66,12.34,27.7,140.36,   8.88亿, 184.2亿,0.02,265.03,-56.03
000838,财信发展,74.61,5.71,20.18,5.46,9.97,269.6,  81.39亿,  1713亿,0.21,1288.32,357.69
002453,天马精化,73.7,5.78,13.66,6.36,10.04,114.78,  49.49亿, 486.7亿,0.06,954,-23.46
600608,上海科技,73.26,9.46,18.47,7.01,16.39,163.48,  12.30亿, 141.0亿,0.03,386.22,508.77
002730,电光科技,73.12,14.73,30.98,13.76,25.5,125.15,  15.83亿, 382.5亿,0.05,1542,641.78
600710,*ST常林,72.06,5.44,9.58,5.71,9.36,67.78,   6.13亿,  49.2亿,0.01,95.82,-28.18
002639,雪人股份,71.96,8.63,16.39,7.68,14.84,113.41,  50.80亿, 608.0亿,0.07,1354.49,515.39
002629,仁智股份,71.82,7.63,16.1,8.39,13.11,91.9,  34.44亿, 439.1亿,0.05,1021.08,-20.11
002077,大港股份,71.67,11.4,24.5,10.97,19.57,123.34,  12.74亿, 221.2亿,0.03,505.47,-29
600275,武昌鱼,71.63,9.2,24.5,6.21,15.79,294.52,  49.85亿, 619.9亿,0.12,979.76,-35.99
600693,东百集团,71.4,5.98,10.64,5.28,10.25,101.52,  22.84亿, 240.9亿,0.05,333.54,-12.31
000409,山东地矿,70.79,9.21,18.5,8.5,15.73,117.65,  28.38亿, 371.1亿,0.04,793.31,-46.48
002247,帝龙文化,70.57,10.26,19.05,10.4,17.5,83.17,  18.07亿, 330.3亿,0.04,398.36,-32.93
002676,顺威股份,70.42,17.68,36.19,12.98,30.13,178.81,  10.26亿, 259.3亿,0.03,256.45,-37.75
000418,小天鹅Ａ,69.38,20.38,38,18.91,34.52,100.95,  10.83亿, 307.5亿,0.04,246.97,11.4
002638,勤上光电,69.33,6.13,11.57,5.13,10.38,125.54,  28.10亿, 360.0亿,0.04,301.68,-10.14
000918,嘉凯城,68.86,5.46,12.99,3.34,9.22,288.92,  95.19亿, 809.0亿,0.1,527.6,14.76
600647,同达创业,68.71,26.24,51.18,17.99,44.27,184.49,   9.05亿, 257.3亿,0.05,650.53,-60.22
300338,开元仪器,68.65,16.3,27.9,11.19,27.49,149.33,   9.91亿, 174.9亿,0.02,588.53,-69.33
300376,易事特,68.64,22.83,38.5,17.75,38.5,116.9,  17.46亿, 626.6亿,0.08,1393.58,-39.91
000503,海虹控股,68.63,33.03,59.5,17.81,55.7,234.08,  43.93亿,  1525亿,0.18,488.74,-76.5
000333,美的集团,68.28,17.75,32.25,15.97,29.87,101.94,  66.54亿,  1825亿,0.22,104.92,146.82
300221,银禧科技,68.22,12.05,30.6,9.35,20.27,227.27,  23.40亿, 466.4亿,0.06,584.93,-68.72
600543,莫高股份,67.32,11.78,19.71,8.11,19.71,143.03,  17.71亿, 230.8亿,0.04,551.59,-5.37
600497,驰宏锌锗,67.06,5.04,9.67,3.77,8.42,156.5,  139.3亿,  1284亿,0.24,417.61,388.59
601668,中国建筑,66.88,6.22,11.45,4.73,10.38,142.07,  489.1亿,  3510亿,0.67,163.32,296.27
000002,万 科Ａ,66.77,15.86,29,15.82,26.45,83.31,  205.2亿,  4521亿,0.55,211.38,-65.04
600230,*ST沧大,66.67,12.06,22.01,9.21,20.1,138.98,  12.69亿, 182.3亿,0.03,431.5,12.09
300116,坚瑞沃能,66.64,10.91,27.03,9.8,18.18,175.82,  33.98亿, 630.9亿,0.08,1104.62,-77.09
000951,中国重汽,66.6,10,17.33,8.36,16.66,107.3,  13.00亿, 178.5亿,0.02,193.8,151.71
300121,阳谷华泰,66.42,12.27,20.98,8.47,20.42,147.7,  14.89亿, 212.6亿,0.03,552.77,-6.43
000818,方大化工,65.78,7.92,16.48,5.11,13.13,222.5,  32.37亿, 390.8亿,0.05,476.01,-64.65
000983,西山煤电,64.61,5.99,11.68,5.48,9.86,113.14,  172.5亿,  1451亿,0.18,547.35,106.88
000534,万泽股份,64.26,9.4,19.36,8.19,15.44,136.39,  18.92亿, 258.6亿,0.03,385.16,-74.05
300296,利亚德,64.04,21.33,35.66,15.63,34.99,128.15,  16.29亿, 438.0亿,0.05,407.43,-44.2
000651,格力电器,63.5,17.59,31.32,16.43,28.76,90.63,  98.82亿,  2276亿,0.27,165.47,158.79
601997,贵阳银行,63.3,10.19,21.2,13.45,16.64,57.62,  29.55亿, 521.6亿,0.1,591.03,35876.43
300148,天舟文化,62.93,13.3,23.16,13.98,21.67,65.67,  25.09亿, 498.3亿,0.06,496.05,-57.36
000723,美锦能源,62.55,10.2,19.8,8.03,16.58,146.58,  18.87亿, 231.6亿,0.03,968.48,-64.49
002122,天马股份,61.81,7.83,15.49,5.46,12.67,183.7,  38.67亿, 388.0亿,0.05,354.13,27.33
603819,神力股份,61.05,12.63,20.34,13.89,20.34,46.44,28881,50.69万,0,0.1,56.98
600116,三峡水利,60.71,6.16,12.71,5.28,9.9,140.72,  99.85亿,  1337亿,0.25,1124.41,255.15
002211,宏达新材,59.89,11.27,19.66,7.55,18.02,160.4,  49.99亿, 755.8亿,0.09,1877.11,194.29
002825,纳尔股份,59.67,12.2,19.48,16.1,19.48,20.99,4775, 8.50万,0,0.02,24.68
603323,吴江银行,59.63,8.2,13.09,10.82,13.09,20.98,310732,  391万,0,0.28,248.82
000635,英 力 特,59.26,12.37,24.75,9.39,19.7,163.58,  18.08亿, 306.0亿,0.04,596.62,-19.13
002486,嘉麟杰,59.22,6.4,14.3,4.04,10.19,253.96,  86.05亿, 658.1亿,0.08,1066.74,61.45
002569,步森股份,58.84,31,58.29,26.1,49.24,123.33,   3.46亿, 142.4亿,0.02,251.68,-70.34
002341,新纶科技,58.18,12.72,23,11.8,20.12,94.92,  40.48亿, 738.8亿,0.09,1454.47,-28.11
002371,七星电子,57.97,19.25,46,19.98,30.41,130.23,  21.43亿, 696.4亿,0.08,1310.58,171.47
002509,天广中茂,57.13,8.07,12.85,5.05,12.68,154.46,  26.78亿, 347.9亿,0.04,428.01,18.21
002411,必康股份,57.04,16.48,27.97,10.72,25.88,160.91,  33.72亿, 623.3亿,0.08,1200.26,-67.92
603026,石大胜华,56.37,29.06,57.64,23.9,45.44,141.17,  27.60亿,  1123亿,0.21,1965.24,38.1
000048,康达尔,56.31,24.26,45.89,25.99,37.92,76.57,   9.19亿, 332.7亿,0.04,240.6,-57.63
600452,涪陵电力,56.22,26.54,45.5,23.63,41.46,92.55,   3.75亿, 124.6亿,0.02,234.34,-34.22
002620,瑞和股份,56.21,40.65,76.66,23.08,63.5,232.15,   8.24亿, 357.5亿,0.04,878.39,54.48
600487,亨通光电,56.19,12.69,24.08,9.44,19.82,155.08,  70.09亿,  1149亿,0.22,608.8,76.44
002656,摩登大道,56.17,13.53,23.39,9.63,21.13,142.89,   9.74亿, 201.2亿,0.02,380.22,130.59
300294,博雅生物,55.53,38.77,74.24,30.3,60.3,145.02,  10.86亿, 571.4亿,0.07,788.13,-61.17
002102,冠福股份,55.42,3.32,6.67,3.34,5.16,99.7,  59.65亿, 640.2亿,0.08,493.94,20.97
000929,兰州黄河,55.2,12.5,23.21,12.75,19.4,82.04,  10.52亿, 180.3亿,0.02,566.48,199.23
600519,贵州茅台,54.97,207.63,330.45,189.34,321.77,74.53,   7.11亿,  1904亿,0.36,56.61,43.02
002624,完美世界,54.95,21,46.97,23.1,32.54,103.33,   7.97亿, 298.3亿,0.04,286.44,-56.01
600539,ST狮头,54.67,11.14,17.74,9.42,17.23,88.32,   3.97亿,  53.6亿,0.01,172.81,-80.96
300136,信维通信,54.65,17.84,28.81,13.59,27.59,111.99,  27.58亿, 674.2亿,0.08,385.27,148.88
002604,龙力生物,54.25,8.24,16.58,8.5,12.71,95.06,  45.71亿, 541.0亿,0.07,1059.4,-15.66
000639,西王食品,54.15,15.07,27.84,10.79,23.23,158.02,  14.70亿, 265.7亿,0.03,390.4,-26.64
300097,智云股份,53.93,38.98,63.5,27.67,60,129.49,  11.09亿, 514.8亿,0.06,1337.6,-64.2
002562,兄弟科技,53.78,10.45,17.73,8.5,16.07,108.59,  19.57亿, 389.4亿,0.05,611.5,34.6
002365,永安药业,53.5,18,30,12.95,27.63,131.66,  15.12亿, 315.0亿,0.04,981.87,-39.51
000711,京蓝科技,53.42,21.21,33.26,15.51,32.54,114.44,   7.59亿, 162.0亿,0.02,471.6,-58.44
300381,溢多利,52.81,19.6,37.28,11.83,29.95,215.13,   7.76亿, 352.7亿,0.04,849.43,474.13
600293,三峡新材,52.73,11.72,19.8,8.58,17.9,130.77,  19.04亿, 240.1亿,0.05,552.75,-92.2
300401,花园生物,52.72,22.59,40.09,20.99,34.5,91,  14.94亿, 442.3亿,0.05,1553.9,-25.06
600679,上海凤凰,52.48,15.95,32.33,12.06,24.32,168.08,  14.32亿, 261.7亿,0.05,786.77,216.93
300320,海达股份,52.3,12.62,20.2,8.57,19.22,135.71,  14.35亿, 191.8亿,0.02,606.7,17.51
002155,湖南黄金,52.25,8.23,16.58,7.01,12.53,136.52,  89.30亿,  1037亿,0.13,896.49,27.19
300069,金利华电,52.11,29.8,48.47,17.35,45.33,179.37,   7.81亿, 235.1亿,0.03,926.86,-90.25
300169,天晟新材,51.62,8.33,18.54,9.16,12.63,102.4,  13.44亿, 162.4亿,0.02,597.86,24.75
600298,安琪酵母,51.49,11.44,19.25,10.4,17.33,85.1,  23.82亿, 557.7亿,0.11,293.8,73.22
002182,云海金属,51.4,12.86,24.17,9.85,19.47,145.38,  34.33亿, 590.4亿,0.07,1559.49,-70.07
300368,汇金股份,51.32,17.4,33.98,12.49,26.33,172.06,  38.63亿,  1274亿,0.15,2468.87,-39.07
002287,奇正藏药,51.14,29.76,65.3,24.12,44.98,170.73,   8.88亿, 344.4亿,0.04,218.74,337.8
002145,中核钛白,51.08,4.15,7.81,3.79,6.27,106.07,  92.82亿, 899.1亿,0.11,908.21,76.08
000913,*ST钱江,50.71,11.26,20.48,6.71,16.97,205.22,  23.54亿, 301.6亿,0.04,519.19,-86.76
600506,香梨股份,50.53,19.81,33.54,15,29.82,123.6,   8.32亿, 209.2亿,0.04,563.09,10.1
600489,中金黄金,50.4,8.83,16.12,7.56,13.28,113.23,  173.2亿,  2114亿,0.4,501.79,189.83
000937,冀中能源,50.2,5.1,9.3,4.47,7.66,108.05,  103.6亿, 641.4亿,0.08,361.1,177.98
002746,仙坛股份,50.16,38.5,71.44,23.91,57.81,198.79,   8.83亿, 395.3亿,0.05,1566.57,19.05
002110,三钢闽光,50,6.74,13.08,4.88,10.11,168.03,  27.20亿, 221.1亿,0.03,508.77,190.92
000858,五 粮 液,49.02,23.99,38,21.51,35.75,76.66,  64.30亿,  1979亿,0.24,169.4,39.89
002265,西仪股份,48.86,12.69,28.98,8.88,18.89,226.35,  21.55亿, 366.0亿,0.04,740.4,50.25
002234,民和股份,48.84,16.42,36.96,12.61,24.44,193.1,  15.68亿, 401.5亿,0.05,760.53,-48.11
002515,金字火腿,48.8,11.29,20.95,8.09,16.8,158.96,  31.98亿, 564.7亿,0.07,884.16,10.46
002313,日海通讯,48.65,14.8,26.32,10.63,22,147.6,  32.56亿, 575.4亿,0.07,1043.55,-74
600793,宜宾纸业,47.95,19.98,33.65,17.2,29.56,95.64,   2.55亿,  64.8亿,0.01,242.3,-17.24
002198,嘉应制药,47.93,10.14,15.09,6.85,15,120.29,  21.98亿, 245.9亿,0.03,542.31,6.84
002103,广博股份,47.84,11.58,23.77,12.75,17.12,86.43,  14.31亿, 337.9亿,0.04,545.14,-42.24
002822,中装建设,47.81,13.26,19.6,16.2,19.6,20.99,31268,56.95万,0,0.04,57.4
600890,中房股份,47.71,7.63,14.83,8.39,11.27,76.76,   8.98亿, 105.9亿,0.02,155.08,46.32
000981,银亿股份,47.69,7.57,13.99,7.23,11.18,93.5,  26.00亿, 275.2亿,0.03,101.01,35.43
000034,神州数码,47.69,17.95,34.97,15.3,26.51,128.56,  15.12亿, 373.1亿,0.04,422.3,-77.38
000615,京汉股份,47.62,7.77,13.02,6.38,11.47,104.08,  33.62亿, 476.8亿,0.06,948.99,27.22
300258,精锻科技,47.37,10.26,17.1,7.58,15.12,125.59,  11.09亿, 178.3亿,0.02,296.02,-33.57
601163,三角轮胎,47.32,26.48,50.99,34.96,39.01,45.85,  11.94亿, 497.5亿,0.09,596.88,23754.84
002597,金禾实业,46.95,10.65,16.59,8.17,15.65,103.06,  33.49亿, 452.8亿,0.05,603.96,-2.75
002572,索菲亚,46.61,37.72,62.38,34.5,55.3,80.81,   5.74亿, 274.4亿,0.03,198.44,-45.93
002407,多氟多,46.56,20.62,47.68,19.54,30.22,144.01,  85.07亿,  4480亿,0.54,1617.42,-31.68
300073,当升科技,46.34,32.8,82.89,20.59,48,302.57,  24.88亿,  1184亿,0.14,1523.94,-66.59
600988,赤峰黄金,46.33,11.57,23.77,9.35,16.93,154.22,  73.20亿,  1300亿,0.25,1199.4,6.12
000568,泸州老窖,46.15,22.99,35.88,18.71,33.6,91.77,  28.70亿, 800.4亿,0.1,204.76,4.33
600992,贵绳股份,45.62,13.37,21.3,9.47,19.47,124.92,  15.06亿, 202.5亿,0.04,614.49,44.23
000961,中南建设,45.58,6.67,10.56,4.07,9.71,159.46,  70.47亿, 677.2亿,0.08,242.19,24.72
600237,铜峰电子,45.38,5.73,9.9,5.48,8.33,80.66,  72.19亿, 560.3亿,0.11,1279.06,-50.13
600821,津劝业,45.25,8.84,14.58,6.09,12.84,139.41,  26.32亿, 260.7亿,0.05,632.18,-43.97
300023,宝德股份,45.12,14.34,37.71,10.13,20.81,272.26,  23.46亿, 677.2亿,0.08,1788.51,36.78
002530,丰东股份,44.85,23.68,39.82,14.92,34.3,166.89,   9.71亿, 237.5亿,0.03,362.31,-81
600777,新潮能源,44.83,11.8,19.78,10.65,17.09,85.73,  54.23亿, 869.2亿,0.17,867.05,-19.9
300153,科泰电源,44.7,14.43,32.08,13.9,20.88,130.79,  27.09亿, 612.4亿,0.07,847.75,-54.89
601699,潞安环能,44.34,6.27,10.8,5.85,9.05,84.62,  107.0亿, 824.1亿,0.16,357.74,133.23
002508,老板电器,44.3,26.57,41.98,22.84,38.34,83.8,  10.26亿, 422.0亿,0.05,144.48,51.1
300249,依米康,44.28,10.23,16.4,6.88,14.76,138.37,  12.31亿, 185.6亿,0.02,442.61,-8.37
002333,罗普斯金,44.13,9.79,16.29,8.35,14.11,95.09,  13.96亿, 202.9亿,0.02,287.76,92.91
000612,焦作万方,43.73,6.38,10.47,4.47,9.17,134.23,  43.90亿, 358.0亿,0.04,442.93,-16.68
600609,金杯汽车,43.67,4.74,7.38,3.15,6.81,134.29,  41.20亿, 205.8亿,0.04,377.06,-64.67
600712,南宁百货,43.6,8.9,13.2,6.88,12.78,91.86,  32.12亿, 329.4亿,0.06,597.12,-28.37
002759,天际股份,43.35,19.26,39.5,11.55,27.61,241.99,   9.65亿, 311.1亿,0.04,1197.56,-48.8
600995,文山电力,43.17,9.15,14.53,7.33,13.1,98.23,  25.03亿, 260.9亿,0.05,523.07,73.82
002019,亿帆医药,42.99,10.98,22.16,10.36,15.7,113.9,  38.94亿, 982.2亿,0.12,695.81,26.56
002692,远程电缆,42.93,9.2,15,5.29,13.15,183.55,  17.32亿, 220.1亿,0.03,390.17,24.53
002386,天原集团,42.68,7.17,10.74,5.4,10.23,98.89,  33.30亿, 259.4亿,0.03,495.82,140.99
000608,阳光股份,42.66,5.72,8.55,4.41,8.16,93.88,  24.75亿, 157.3亿,0.02,330.16,-1.21
300428,四通新材,42.38,20.55,39.67,13,29.26,205.15,   6.88亿, 336.4亿,0.04,1101.78,37.32
603010,万盛股份,42.29,22.82,34.48,15.88,32.47,117.13,   5.88亿, 159.2亿,0.03,560.92,43.15
600919,江苏银行,42.15,7.52,14.84,9.93,10.69,49.45,  94.50亿,  1117亿,0.21,818.55,1957.82
600120,浙江东方,42.15,19.74,43.5,21.71,28.06,100.37,  22.02亿, 770.4亿,0.15,435.58,51.95
300194,福安药业,42.02,18.85,28.98,14.82,26.77,95.55,   7.67亿, 162.0亿,0.02,482.9,-9.48
600764,中电广通,41.88,18.29,29.58,11.43,25.95,158.79,   8.19亿, 153.3亿,0.03,248.51,153.82
000573,粤宏远Ａ,41.86,7,10.77,5.9,9.93,82.54,  58.95亿, 499.1亿,0.06,947.41,45.14
300180,华峰超纤,41.49,15.52,26.8,10.49,21.96,155.48,   6.29亿, 108.5亿,0.01,209.75,157.5
000553,沙隆达Ａ,41.48,10.68,19.4,11.75,15.11,65.11,   8.57亿, 148.6亿,0.02,235.47,-24.58
002213,特 尔 佳,41.32,19.02,28.99,13.37,26.88,116.83,  12.32亿, 266.2亿,0.03,747.2,-71.17
002635,安洁科技,41.3,25.76,40.99,19.13,36.4,114.27,  20.01亿, 635.6亿,0.08,945.71,-12.07
300280,南通锻压,41.26,23.68,36.68,23.18,33.45,58.24,   5.34亿, 163.9亿,0.02,416.95,-64.85
603988,中电电机,41.22,50.36,83.38,41.16,71.12,102.58,   8.70亿, 510.6亿,0.1,3881.87,-39.56
000957,中通客车,40.73,12.08,24.57,8.25,17,197.82,  32.97亿, 827.4亿,0.1,691.25,-61.07
600161,天坛生物,40.68,28.42,44.2,25.71,39.98,71.92,  15.86亿, 538.8亿,0.1,307.64,-25.36
000779,三毛派神,40.65,13.58,31.9,14.94,19.1,113.52,  14.44亿, 346.1亿,0.04,774.35,-0.11
300308,中际装备,40.45,16.44,31.36,11.99,23.09,161.55,   6.80亿, 157.3亿,0.02,316.86,-4.59
600070,浙江富润,40.4,9.48,17.77,9.96,13.31,78.41,  20.11亿, 277.6亿,0.05,563.98,-70.53
002212,南洋股份,40.23,12.03,20.26,7.09,16.87,185.75,  28.27亿, 373.5亿,0.05,938.95,-78.62
002132,恒星科技,40.13,4.61,6.78,3.43,6.46,97.67,  37.73亿, 222.2亿,0.03,528.13,13.85
002645,华宏科技,40.11,25.08,39.82,16.8,35.14,137.02,  10.55亿, 268.5亿,0.03,733.82,-28.56
600321,国栋建设,39.96,5.23,10.21,3.16,7.32,223.1,  62.17亿, 407.1亿,0.08,526.49,23.72
002007,华兰生物,39.9,24.94,40.96,21.97,34.89,86.44,  22.88亿, 908.7亿,0.11,284.6,15.48
000596,古井贡酒,39.82,33.3,54.15,25.95,46.56,108.67,   8.95亿, 368.0亿,0.04,233.37,33.09
600211,西藏药业,39.81,38.11,59.45,33.81,53.28,75.84,   3.29亿, 151.4亿,0.03,288.02,-36.45
002633,申科股份,39.72,18.88,29.35,19.8,26.38,48.23,   5.62亿, 135.2亿,0.02,646,-20.13
002389,南洋科技,39.69,18.09,25.27,11.34,25.27,122.84,   7.12亿, 124.4亿,0.02,134.86,-81.05
002718,友邦吊顶,39.55,54.01,94.88,38,75.37,149.68,   2.93亿, 182.8亿,0.02,1399.75,-27.33
600620,天宸股份,39.55,12.82,20.35,8.24,17.89,146.97,  28.24亿, 447.1亿,0.09,411.29,-85.45
601003,柳钢股份,39.34,4.27,6,2.65,5.95,126.42,  55.31亿, 221.3亿,0.04,215.81,178.03
000510,金路集团,39.15,8.25,15.82,6.04,11.48,161.92,  51.86亿, 472.9亿,0.06,920.44,126.45
002168,深圳惠程,39.07,10.52,17.39,7.36,14.63,136.28,  57.42亿, 764.9亿,0.09,753.77,-55.3
600265,*ST景谷,39.06,21.81,32.8,21.21,30.33,54.64,   2.17亿,  58.5亿,0.01,167.46,-21.45
600113,浙江东日,39.02,12.89,24.16,8.85,17.92,172.99,  41.42亿, 683.2亿,0.13,1299.94,-53.64
000968,*ST煤气,38.98,7.26,11.39,7.01,10.09,62.48,   7.21亿,  65.5亿,0.01,140.39,-14.95
000426,兴业矿业,38.95,7.06,12.52,5.75,9.81,117.74,  67.91亿, 656.0亿,0.08,705.04,-50.35
600549,厦门钨业,38.77,18.88,33.16,12.45,26.2,166.35,  48.43亿,  1149亿,0.22,546.22,-44.66
603558,健盛集团,38.69,22.33,32.98,15.9,30.97,107.42,   7.44亿, 173.0亿,0.03,992.31,-56.29
600779,水井坊,38.64,12.24,19.29,8.76,16.97,120.21,  17.67亿, 261.8亿,0.05,361.66,-36.57
000518,四环生物,38.51,5.92,9.49,5.85,8.2,62.22,  64.78亿, 481.0亿,0.06,629.22,2.59
002456,欧菲光,38.5,25.43,41,19.53,35.22,109.93,  64.54亿,  1871亿,0.23,627.82,-65.67
601169,北京银行,38.27,7.5,10.5,7.11,10.37,47.68,  130.5亿,  1286亿,0.24,85.79,-62.47
002735,王子新材,38.2,46.41,73,30.12,64.14,142.36,   2.82亿, 145.7亿,0.02,1251.39,181.52
002032,苏 泊 尔,38.18,25.59,43.09,23.25,35.36,85.33,   5.43亿, 177.3亿,0.02,129.81,-21.82
600104,上汽集团,37.73,18.21,26.55,16.24,25.08,63.49,  45.27亿, 982.1亿,0.19,41.06,199.19
300237,美晨科技,37.67,11.31,17.69,7.47,15.57,136.81,  29.30亿, 355.8亿,0.04,843.58,-9.06
300100,双林股份,37.6,24.71,48.96,22.25,34,120.04,  14.62亿, 502.9亿,0.06,540.02,-84.45
002558,世纪游轮,37.42,44.07,77.03,36.67,60.56,110.06,   4.81亿, 565.3亿,0.07,746.81,5130.09
600809,山西汾酒,37.2,16.72,25.64,14.33,22.94,78.93,  17.21亿, 351.4亿,0.07,198.73,93.09
600714,金瑞矿业,37.08,11.84,21.81,9.35,16.23,133.26,  15.30亿, 217.9亿,0.04,542.65,-8.89
000595,宝塔实业,37,11.27,20.38,7.5,15.44,171.73,  33.37亿, 427.9亿,0.05,1347.63,93.21
300393,中来股份,36.77,39,53.5,23.14,53.34,131.2,   4.23亿, 179.3亿,0.02,549.83,-45.91
300362,天翔环境,36.74,15.46,25.68,13.91,21.14,84.62,  10.73亿, 249.8亿,0.03,649.83,126.15
600746,江苏索普,36.73,9.42,15.53,6.53,12.88,137.83,  17.63亿, 187.6亿,0.04,578.71,-61.25
002114,罗平锌电,36.66,18.52,34.6,13.02,25.31,165.74,  34.62亿, 853.2亿,0.1,1273.89,27.61
300306,远方光电,36.51,18.57,29.5,14.97,25.35,97.06,   6.80亿, 149.8亿,0.02,577.56,-67.9
002264,新 华 都,36.37,8.33,12.26,5.76,11.36,112.85,  35.09亿, 318.3亿,0.04,652.35,47.63
300037,新宙邦,36.21,42.94,71.8,27.82,58.49,158.09,  21.21亿,  1116亿,0.13,1949.03,-56.87
000019,深深宝Ａ,36.2,12.32,21.2,6.4,16.78,231.25,  77.78亿,  1315亿,0.16,2056.95,-39.05
002048,宁波华翔,36.18,17.3,25.45,15.56,23.56,63.56,  30.05亿, 623.0亿,0.08,652.36,-77.04
600084,中葡股份,36.18,8.43,12.75,4.55,11.48,180.22,  92.82亿, 807.7亿,0.15,929.91,50.7
300089,文化长城,35.95,12.63,19.11,9.03,17.17,111.63,  20.53亿, 391.7亿,0.05,823.48,-59.81
002098,浔兴股份,35.81,15.05,20.44,8.77,20.44,133.07,  18.33亿, 229.5亿,0.03,591.24,-91.31
002434,万里扬,35.63,11.45,16.35,7.88,15.53,107.49,  13.78亿, 167.6亿,0.02,137,-30.82
600733,S前锋,35.62,37,52.5,22.79,50.18,130.36,   3.41亿, 131.0亿,0.02,450.74,-43.65
600739,辽宁成大,35.38,15.83,25.2,14.82,21.43,70.04,  74.73亿,  1372亿,0.26,547.58,-64.36
300160,秀强股份,35.01,9.34,16.83,8.84,12.61,90.38,  29.43亿, 652.5亿,0.08,492.37,92.93
002335,科华恒盛,35.01,33.79,51.9,28.53,45.62,81.91,   9.41亿, 392.6亿,0.05,508.6,-71.64
002358,森源电气,34.72,17.37,23.71,11.97,23.4,98.08,  34.71亿, 584.3亿,0.07,501.42,-55.19
000606,*ST易桥,34.65,7.82,18.7,8.6,10.53,117.44,  36.36亿, 421.6亿,0.05,774.72,-63.01
600817,*ST宏盛,34.59,15.38,22.82,16.15,20.7,41.3,   1.97亿,  38.6亿,0.01,126.6,-64.73
300409,道氏技术,34.51,28.6,62.3,24.14,38.47,158.08,   7.28亿, 387.2亿,0.05,822.84,-12.74
000813,德展健康,34.49,11.25,18.21,9.05,15.13,101.22,  17.82亿, 234.5亿,0.03,454.04,-75.95
300117,嘉寓股份,34.43,4.85,8.95,4.4,6.52,103.41,  35.72亿, 293.7亿,0.04,499.11,-21.92
600660,福耀玻璃,34.39,13.9,19.88,11.73,18.68,69.48,  26.86亿, 419.5亿,0.08,134.12,58.61
600997,开滦股份,34.31,5.48,9.19,4.49,7.36,104.68,  35.13亿, 216.5亿,0.04,284.51,23.62
002621,三垒股份,34.15,22.14,35.48,14.74,29.7,140.71,   5.37亿, 112.2亿,0.01,478.08,179.14
600926,杭州银行,34.11,17.27,30.29,22.79,23.16,32.91,   9.41亿, 251.7亿,0.05,359.45,12187.7
002554,惠博普,34.08,6.25,8.6,4.58,8.38,87.77,  32.15亿, 299.0亿,0.04,566.19,395.5
600887,伊利股份,33.84,14.36,20.66,12.06,19.22,71.31,  136.0亿,  2269亿,0.43,225.44,468.1
002618,丹邦科技,33.79,19.62,39.35,12.48,26.25,215.3,  13.40亿, 460.1亿,0.06,366.87,4.77
300391,康跃科技,33.54,20.66,30.37,13.43,27.59,126.14,   6.99亿, 164.4亿,0.02,1133.91,14.78
600306,*ST商城,33.47,12.4,34.34,11.71,16.55,193.25,  15.18亿, 293.7亿,0.06,855.58,15.09
000915,山大华特,33.43,33.8,54.2,22.4,45.1,141.96,  10.36亿, 392.1亿,0.05,577.5,-37.14
000563,陕国投Ａ,33.33,5.61,8.46,4.81,7.48,75.88,  87.29亿, 688.9亿,0.08,359.3,375.65
600797,浙大网新,33.23,13.51,19.6,7.75,18,152.9,  62.39亿, 776.1亿,0.15,759.22,-63.4
600227,赤天化,33.13,5.04,7.37,5.16,6.71,42.83,  39.20亿, 245.7亿,0.05,412.51,-53.56
601069,西部黄金,33.12,18.66,31.28,15.77,24.84,98.35,  47.82亿,  1148亿,0.22,2520.08,-19.55
